has_stockout,total_stockout_kg,first_stockout_day,number_of_stockout_days,fw_stockout_days,fuel_stockout_days,ammo_stockout_days,total_fw_stockout_kg,total_fuel_stockout_kg,total_ammo_stockout_kg
true,4328.884563,33,1,0,0,1,0.000000,0.000000,4328.884563
true,4064.340646,35,2,0,0,2,0.000000,0.000000,4064.340646
true,7796.896379,88,1,0,0,1,0.000000,0.000000,7796.896379
true,11641.321267,62,2,0,0,2,0.000000,0.000000,11641.321267
true,15819.607813,67,4,2,0,2,250.966166,0.000000,15568.641648
true,504.553719,51,1,1,0,0,504.553719,0.000000,0.000000
true,6863.726698,29,1,0,0,1,0.000000,0.000000,6863.726698
true,23219.089142,8,2,0,0,2,0.000000,0.000000,23219.089142
true,5281.956595,56,1,0,0,1,0.000000,0.000000,5281.956595
true,3832.404769,67,1,0,0,1,0.000000,0.000000,3832.404769
true,3573.993334,61,1,0,0,1,0.000000,0.000000,3573.993334
true,2270.731892,25,1,0,0,1,0.000000,0.000000,2270.731892
true,66773.374957,21,8,0,0,8,0.000000,0.000000,66773.374957
true,11082.532440,13,3,0,0,3,0.000000,0.000000,11082.532440
true,48478.038883,21,5,0,0,5,0.000000,0.000000,48478.038883
true,742.963721,61,1,0,0,1,0.000000,0.000000,742.963721
true,22972.911166,50,3,1,0,3,21.552301,0.000000,22951.358866
true,4740.765970,33,2,0,0,2,0.000000,0.000000,4740.765970
true,2034.471572,13,1,0,0,1,0.000000,0.000000,2034.471572
true,3286.266594,99,1,0,0,1,0.000000,0.000000,3286.266594
true,33324.259685,32,2,0,0,2,0.000000,0.000000,33324.259685
true,45815.170839,39,3,0,0,3,0.000000,0.000000,45815.170839
true,7646.542495,39,1,0,0,1,0.000000,0.000000,7646.542495
true,15413.983128,69,3,0,0,3,0.000000,0.000000,15413.983128
true,184.937633,100,1,0,0,1,0.000000,0.000000,184.937633
true,3143.448941,100,1,0,0,1,0.000000,0.000000,3143.448941
true,15794.481736,31,1,0,0,1,0.000000,0.000000,15794.481736
true,42093.741325,48,9,1,0,8,25.097902,0.000000,42068.643423
true,22185.454723,84,3,1,0,3,88.361967,0.000000,22097.092756
true,59659.539612,19,5,1,0,4,588.884328,0.000000,59070.655284
true,10955.024992,28,3,0,0,3,0.000000,0.000000,10955.024992
true,11869.427925,86,2,0,0,2,0.000000,0.000000,11869.427925
true,33792.646521,57,5,0,0,5,0.000000,0.000000,33792.646521
true,31804.525053,46,3,0,0,3,0.000000,0.000000,31804.525053
true,4148.817085,90,2,1,0,1,28.316922,0.000000,4120.500164
true,57761.346798,30,1,0,0,1,0.000000,0.000000,57761.346798
true,64992.980053,56,3,0,0,3,0.000000,0.000000,64992.980053
true,24634.081000,99,2,0,0,2,0.000000,0.000000,24634.081000
true,957.770303,50,1,0,0,1,0.000000,0.000000,957.770303
true,15705.592691,17,7,2,0,5,235.088758,0.000000,15470.503933
true,2337.516594,56,2,0,0,2,0.000000,0.000000,2337.516594
true,733.942514,67,1,0,0,1,0.000000,0.000000,733.942514
true,33229.749853,41,4,0,0,4,0.000000,0.000000,33229.749853
true,22000.022222,14,4,0,0,4,0.000000,0.000000,22000.022222
true,9900.603204,95,2,0,0,2,0.000000,0.000000,9900.603204
true,20178.012558,52,3,0,0,3,0.000000,0.000000,20178.012558
true,125575.693666,48,4,0,0,4,0.000000,0.000000,125575.693666
true,36258.690638,58,1,0,0,1,0.000000,0.000000,36258.690638
true,13044.952428,44,2,0,0,2,0.000000,0.000000,13044.952428
true,75545.081704,14,6,0,0,6,0.000000,0.000000,75545.081704
true,60886.510837,47,4,2,0,3,403.016420,0.000000,60483.494417
true,84476.864437,32,9,0,0,9,0.000000,0.000000,84476.864437
true,3168.856966,26,1,0,0,1,0.000000,0.000000,3168.856966
true,23133.212914,12,4,1,0,3,562.666904,0.000000,22570.546011
true,3759.450968,61,2,1,0,1,1493.476636,0.000000,2265.974332
true,55029.487113,50,3,0,0,3,0.000000,0.000000,55029.487113
true,48105.822087,45,2,0,0,2,0.000000,0.000000,48105.822087
true,39889.340814,12,4,0,0,4,0.000000,0.000000,39889.340814
true,2032.495960,19,1,1,0,0,2032.495960,0.000000,0.000000
true,21127.110452,75,1,0,0,1,0.000000,0.000000,21127.110452
true,13197.303072,9,4,0,0,4,0.000000,0.000000,13197.303072
true,13336.624624,13,2,0,0,2,0.000000,0.000000,13336.624624
true,11513.259570,86,5,0,0,5,0.000000,0.000000,11513.259570
true,8371.265546,23,2,0,0,2,0.000000,0.000000,8371.265546
true,16487.785253,28,4,1,0,3,327.141317,0.000000,16160.643936
true,4418.544098,28,1,0,0,1,0.000000,0.000000,4418.544098
true,3943.794312,22,2,0,0,2,0.000000,0.000000,3943.794312
true,15689.592788,16,3,0,0,3,0.000000,0.000000,15689.592788
true,9074.184625,71,1,0,0,1,0.000000,0.000000,9074.184625
true,92270.478020,15,8,0,0,8,0.000000,0.000000,92270.478020
true,8215.669195,4,4,0,0,4,0.000000,0.000000,8215.669195
true,736.580403,75,1,0,0,1,0.000000,0.000000,736.580403
true,3034.556361,10,1,0,0,1,0.000000,0.000000,3034.556361
true,23084.161628,9,5,0,0,5,0.000000,0.000000,23084.161628
true,174355.256302,16,11,0,0,11,0.000000,0.000000,174355.256302
true,7176.292114,56,1,0,0,1,0.000000,0.000000,7176.292114
true,111879.633154,67,7,0,0,7,0.000000,0.000000,111879.633154
true,75432.473479,11,7,0,0,7,0.000000,0.000000,75432.473479
true,4118.543765,60,1,0,0,1,0.000000,0.000000,4118.543765
true,6907.319660,88,1,0,0,1,0.000000,0.000000,6907.319660
true,15948.809978,13,2,0,0,2,0.000000,0.000000,15948.809978
true,38738.871019,20,6,0,0,6,0.000000,0.000000,38738.871019
true,121142.189597,20,8,0,0,8,0.000000,0.000000,121142.189597
true,402.742245,9,1,1,0,0,402.742245,0.000000,0.000000
true,18174.537679,27,2,0,0,2,0.000000,0.000000,18174.537679
true,29110.965850,51,5,0,0,5,0.000000,0.000000,29110.965850
true,133507.621471,37,8,3,0,5,4004.118834,0.000000,129503.502637
true,21611.143383,24,2,0,0,2,0.000000,0.000000,21611.143383
true,13316.687469,38,2,0,0,2,0.000000,0.000000,13316.687469
true,35793.434810,56,3,0,0,3,0.000000,0.000000,35793.434810
true,1462.561603,53,1,1,0,0,1462.561603,0.000000,0.000000
true,48168.263904,10,5,0,0,5,0.000000,0.000000,48168.263904
true,7208.097517,86,2,0,0,2,0.000000,0.000000,7208.097517
true,2205.425807,65,1,0,0,1,0.000000,0.000000,2205.425807
true,10243.427864,57,3,0,0,3,0.000000,0.000000,10243.427864
true,9759.168879,18,3,0,0,3,0.000000,0.000000,9759.168879
true,11575.588795,27,3,1,0,2,51.422840,0.000000,11524.165955
true,28572.023251,15,4,0,0,4,0.000000,0.000000,28572.023251
true,62647.206655,45,5,0,0,5,0.000000,0.000000,62647.206655
true,45886.598917,49,5,0,0,5,0.000000,0.000000,45886.598917
true,132926.198422,59,8,0,0,8,0.000000,0.000000,132926.198422
true,39642.887450,44,7,0,0,7,0.000000,0.000000,39642.887450
true,124725.148982,17,4,0,0,4,0.000000,0.000000,124725.148982
true,31165.584645,25,3,0,0,3,0.000000,0.000000,31165.584645
true,5386.806983,14,2,0,0,2,0.000000,0.000000,5386.806983
true,41920.098813,12,4,0,0,4,0.000000,0.000000,41920.098813
true,116.866670,71,1,0,0,1,0.000000,0.000000,116.866670
true,156729.596467,64,5,0,0,5,0.000000,0.000000,156729.596467
true,1197.212491,52,2,2,0,0,1197.212491,0.000000,0.000000
true,2465.244779,56,1,0,0,1,0.000000,0.000000,2465.244779
true,3314.873109,22,2,0,0,2,0.000000,0.000000,3314.873109
true,27617.382735,63,2,0,0,2,0.000000,0.000000,27617.382735
true,21526.528850,7,5,0,0,5,0.000000,0.000000,21526.528850
true,15291.662671,22,4,2,0,2,167.671729,0.000000,15123.990942
true,25830.330256,26,6,0,0,6,0.000000,0.000000,25830.330256
true,8588.366388,6,3,0,0,3,0.000000,0.000000,8588.366388
true,25213.933908,50,8,2,0,6,4550.959842,0.000000,20662.974066
true,2050.154246,35,2,1,0,1,79.215957,0.000000,1970.938288
true,33383.436323,95,2,0,0,2,0.000000,0.000000,33383.436323
true,7332.354233,87,1,0,0,1,0.000000,0.000000,7332.354233
true,4408.889852,91,1,0,0,1,0.000000,0.000000,4408.889852
true,23401.963780,32,3,0,0,3,0.000000,0.000000,23401.963780
true,34599.826725,90,2,0,0,2,0.000000,0.000000,34599.826725
true,30880.810319,29,5,1,0,4,298.771335,0.000000,30582.038984
true,16332.988904,50,2,0,0,2,0.000000,0.000000,16332.988904
true,79543.332441,25,4,0,0,4,0.000000,0.000000,79543.332441
true,152760.123379,15,12,2,0,12,705.992765,0.000000,152054.130614
true,1405.358831,98,1,0,0,1,0.000000,0.000000,1405.358831
true,66292.074068,27,7,0,0,7,0.000000,0.000000,66292.074068
true,1312.293349,55,1,0,0,1,0.000000,0.000000,1312.293349
true,3431.811711,9,2,1,0,1,1963.918743,0.000000,1467.892968
true,24802.399704,44,4,0,0,4,0.000000,0.000000,24802.399704
true,17165.615582,15,3,0,0,3,0.000000,0.000000,17165.615582
true,24522.542262,28,2,0,0,2,0.000000,0.000000,24522.542262
true,53255.755455,8,3,1,0,3,6.572680,0.000000,53249.182776
true,138498.141736,31,4,2,0,4,8727.561357,0.000000,129770.580379
true,7353.847473,33,1,0,0,1,0.000000,0.000000,7353.847473
true,63872.552992,60,3,0,0,3,0.000000,0.000000,63872.552992
true,46520.947135,83,2,0,0,2,0.000000,0.000000,46520.947135
true,92715.240550,29,7,0,0,7,0.000000,0.000000,92715.240550
true,7215.969615,40,1,0,0,1,0.000000,0.000000,7215.969615
true,69269.422500,27,5,0,0,5,0.000000,0.000000,69269.422500
true,9813.925889,9,2,1,0,1,1314.501631,0.000000,8499.424259
true,6417.247681,35,3,0,0,3,0.000000,0.000000,6417.247681
true,7747.951070,13,2,0,0,2,0.000000,0.000000,7747.951070
true,65655.824855,67,3,0,0,3,0.000000,0.000000,65655.824855
true,194762.984355,4,11,0,0,11,0.000000,0.000000,194762.984355
true,2780.911058,54,2,0,0,2,0.000000,0.000000,2780.911058
true,21223.287768,47,1,0,0,1,0.000000,0.000000,21223.287768
true,11242.863611,18,2,1,0,1,233.870937,0.000000,11008.992675
true,136552.103909,17,7,2,0,5,133.928677,0.000000,136418.175232
true,41926.272786,13,5,0,0,5,0.000000,0.000000,41926.272786
true,5215.178914,21,3,0,0,3,0.000000,0.000000,5215.178914
true,23344.539105,66,4,0,0,4,0.000000,0.000000,23344.539105
true,35166.461756,10,4,0,0,4,0.000000,0.000000,35166.461756
true,152108.348921,36,12,0,1,11,0.000000,2334.000000,149774.348921
true,63947.464646,75,3,0,0,3,0.000000,0.000000,63947.464646
true,29812.678749,8,3,1,0,2,232.223845,0.000000,29580.454904
true,14742.727326,18,3,0,0,3,0.000000,0.000000,14742.727326
true,93496.441493,17,9,1,0,8,144.811606,0.000000,93351.629888
true,14506.806455,27,1,0,0,1,0.000000,0.000000,14506.806455
true,38259.536047,14,6,1,0,5,105.732235,0.000000,38153.803811
true,116988.136865,23,6,0,0,6,0.000000,0.000000,116988.136865
true,2848.838027,14,1,0,0,1,0.000000,0.000000,2848.838027
true,94609.210902,26,5,0,0,5,0.000000,0.000000,94609.210902
true,25376.970905,55,4,1,0,3,62.699700,0.000000,25314.271205
true,18.401238,43,1,1,0,0,18.401238,0.000000,0.000000
true,17381.902023,71,3,0,0,3,0.000000,0.000000,17381.902023
true,42309.788765,37,4,1,0,3,911.550468,0.000000,41398.238297
true,215923.550527,32,15,1,0,14,1920.291159,0.000000,214003.259368
true,21077.443508,19,4,1,0,3,458.038805,0.000000,20619.404703
true,8047.599279,37,1,0,0,1,0.000000,0.000000,8047.599279
true,32433.612469,36,5,1,0,5,173.101972,0.000000,32260.510497
true,9567.981742,16,2,0,0,2,0.000000,0.000000,9567.981742
true,3880.064383,87,1,0,0,1,0.000000,0.000000,3880.064383
true,5424.345004,38,2,0,0,2,0.000000,0.000000,5424.345004
true,44699.956414,96,3,0,0,3,0.000000,0.000000,44699.956414
true,26338.593957,52,3,1,0,3,122.356829,0.000000,26216.237128
true,5613.554640,21,2,1,0,1,146.903355,0.000000,5466.651285
true,64866.951843,47,5,1,0,4,36.789972,0.000000,64830.161871
true,3621.573725,11,1,1,0,0,3621.573725,0.000000,0.000000
true,831.443471,82,1,0,0,1,0.000000,0.000000,831.443471
true,1269.707576,21,2,1,0,1,135.776388,0.000000,1133.931188
true,1242.236134,37,2,0,0,2,0.000000,0.000000,1242.236134
true,27888.281472,5,5,2,0,3,1966.266631,0.000000,25922.014841
true,79786.033079,7,4,0,0,4,0.000000,0.000000,79786.033079
true,44907.956884,32,5,1,0,4,768.551913,0.000000,44139.404971
true,147355.939100,6,9,1,0,8,245.024471,0.000000,147110.914629
true,24885.218865,58,4,0,0,4,0.000000,0.000000,24885.218865
true,41071.351261,33,7,1,0,6,5.201743,0.000000,41066.149518
true,5480.249149,11,3,1,0,2,663.341190,0.000000,4816.907959
true,8630.159051,82,2,0,0,2,0.000000,0.000000,8630.159051
true,10797.568043,44,3,0,0,3,0.000000,0.000000,10797.568043
true,24326.067425,49,1,0,0,1,0.000000,0.000000,24326.067425
true,79519.339424,18,9,0,0,9,0.000000,0.000000,79519.339424
true,21660.135443,39,2,0,0,2,0.000000,0.000000,21660.135443
true,10430.397908,11,2,0,0,2,0.000000,0.000000,10430.397908
true,125734.867785,18,9,0,0,9,0.000000,0.000000,125734.867785
true,5491.642152,98,1,0,0,1,0.000000,0.000000,5491.642152
true,63319.038709,65,8,0,0,8,0.000000,0.000000,63319.038709
true,4914.825450,58,2,0,0,2,0.000000,0.000000,4914.825450
true,3177.870669,74,2,0,0,2,0.000000,0.000000,3177.870669
true,16339.336876,77,2,0,0,2,0.000000,0.000000,16339.336876
true,12855.055196,40,3,0,0,3,0.000000,0.000000,12855.055196
true,2405.117393,93,1,0,0,1,0.000000,0.000000,2405.117393
true,62457.875646,35,6,1,0,6,746.800915,0.000000,61711.074730
true,18895.564403,66,4,0,0,4,0.000000,0.000000,18895.564403
true,45001.339515,34,3,0,0,3,0.000000,0.000000,45001.339515
true,6603.772549,51,3,1,0,2,139.481179,0.000000,6464.291369
true,5291.718706,13,2,0,0,2,0.000000,0.000000,5291.718706
true,32282.522977,62,4,1,0,3,112.798493,0.000000,32169.724483
true,18052.048263,21,3,0,0,3,0.000000,0.000000,18052.048263
true,11081.832533,41,4,1,0,3,306.702949,0.000000,10775.129584
true,35873.450652,46,7,1,0,7,304.036014,0.000000,35569.414639
true,22928.604997,22,3,0,0,3,0.000000,0.000000,22928.604997
true,68020.752166,29,7,0,0,7,0.000000,0.000000,68020.752166
true,30857.814873,16,6,0,0,6,0.000000,0.000000,30857.814873
true,9851.609380,18,3,0,0,3,0.000000,0.000000,9851.609380
true,13925.120280,72,2,0,0,2,0.000000,0.000000,13925.120280
true,19211.935907,48,4,0,0,4,0.000000,0.000000,19211.935907
true,46355.014688,98,1,0,0,1,0.000000,0.000000,46355.014688
true,12617.492500,11,4,1,0,3,79.415606,0.000000,12538.076893
true,70702.160323,40,18,2,0,16,637.825530,0.000000,70064.334793
true,38280.786477,13,3,0,0,3,0.000000,0.000000,38280.786477
true,13047.175251,69,2,0,0,2,0.000000,0.000000,13047.175251
true,57874.865766,50,6,0,0,6,0.000000,0.000000,57874.865766
true,10093.819650,78,2,0,0,2,0.000000,0.000000,10093.819650
true,46628.012571,10,5,0,0,5,0.000000,0.000000,46628.012571
true,356.076956,21,1,1,0,0,356.076956,0.000000,0.000000
true,1928.365389,81,2,0,0,2,0.000000,0.000000,1928.365389
true,25256.021227,22,4,1,0,3,31.111825,0.000000,25224.909402
true,15617.485305,10,3,0,0,3,0.000000,0.000000,15617.485305
true,11057.613187,6,4,1,0,3,2636.455159,0.000000,8421.158027
true,125.571308,55,1,0,0,1,0.000000,0.000000,125.571308
true,16867.031224,93,1,0,0,1,0.000000,0.000000,16867.031224
true,54491.987719,14,5,0,0,5,0.000000,0.000000,54491.987719
true,15961.148839,75,3,1,0,2,124.894824,0.000000,15836.254015
true,2633.626889,17,1,0,0,1,0.000000,0.000000,2633.626889
true,21546.604446,26,1,0,0,1,0.000000,0.000000,21546.604446
true,6645.231316,48,2,0,0,2,0.000000,0.000000,6645.231316
true,3883.507909,53,2,0,0,2,0.000000,0.000000,3883.507909
true,6782.634510,28,1,0,0,1,0.000000,0.000000,6782.634510
true,3660.174033,46,2,0,0,2,0.000000,0.000000,3660.174033
true,12191.987757,30,4,1,0,3,50.384739,0.000000,12141.603018
true,173710.210474,19,9,1,0,8,287.341044,0.000000,173422.869430
true,123772.342693,9,6,0,0,6,0.000000,0.000000,123772.342693
true,2838.738457,54,2,1,0,1,305.836536,0.000000,2532.901922
true,86656.468998,5,6,0,0,6,0.000000,0.000000,86656.468998
true,44771.409839,54,5,0,0,5,0.000000,0.000000,44771.409839
true,2002.148271,44,1,0,0,1,0.000000,0.000000,2002.148271
true,7244.540288,32,1,0,0,1,0.000000,0.000000,7244.540288
true,9190.196756,98,1,0,0,1,0.000000,0.000000,9190.196756
true,2397.613731,13,2,0,0,2,0.000000,0.000000,2397.613731
true,37479.203178,26,5,0,0,5,0.000000,0.000000,37479.203178
true,73.178721,17,1,1,0,0,73.178721,0.000000,0.000000
true,61159.668426,29,2,0,0,2,0.000000,0.000000,61159.668426
true,2087.413366,80,1,0,0,1,0.000000,0.000000,2087.413366
true,112369.806135,59,5,0,0,5,0.000000,0.000000,112369.806135
true,6036.625920,82,1,1,0,1,149.984242,0.000000,5886.641678
true,54244.439408,82,2,0,0,2,0.000000,0.000000,54244.439408
true,138204.202185,67,6,0,0,6,0.000000,0.000000,138204.202185
true,22549.332096,11,2,0,0,2,0.000000,0.000000,22549.332096
true,12136.966015,16,3,2,0,2,3606.757610,0.000000,8530.208405
true,2166.571793,30,2,0,0,2,0.000000,0.000000,2166.571793
true,12111.146759,25,3,0,0,3,0.000000,0.000000,12111.146759
true,18227.011198,66,2,1,0,1,34.272636,0.000000,18192.738562
true,66051.767990,28,5,0,0,5,0.000000,0.000000,66051.767990
true,5593.755949,40,2,0,0,2,0.000000,0.000000,5593.755949
true,2254.641607,38,1,0,0,1,0.000000,0.000000,2254.641607
true,20425.616587,24,1,0,0,1,0.000000,0.000000,20425.616587
true,18320.468206,24,3,0,0,3,0.000000,0.000000,18320.468206
true,8354.472465,10,1,0,0,1,0.000000,0.000000,8354.472465
true,5314.151594,49,1,0,0,1,0.000000,0.000000,5314.151594
true,9310.368455,25,3,0,0,3,0.000000,0.000000,9310.368455
true,4034.186481,27,2,1,0,1,1735.372476,0.000000,2298.814005
true,113.995976,39,1,1,0,0,113.995976,0.000000,0.000000
true,7719.596726,35,1,0,0,1,0.000000,0.000000,7719.596726
true,18052.159664,40,3,0,0,3,0.000000,0.000000,18052.159664
true,24851.165150,32,4,2,0,2,1223.039671,0.000000,23628.125479
true,31564.196133,25,4,0,0,4,0.000000,0.000000,31564.196133
true,488.542836,68,1,1,0,0,488.542836,0.000000,0.000000
true,37255.482504,31,5,0,0,5,0.000000,0.000000,37255.482504
true,12246.033728,53,3,0,0,3,0.000000,0.000000,12246.033728
true,25711.537220,23,3,0,0,3,0.000000,0.000000,25711.537220
true,40.791580,28,1,1,0,0,40.791580,0.000000,0.000000
true,19488.914916,67,5,0,1,4,0.000000,3432.600000,16056.314916
true,34839.464963,51,3,0,0,3,0.000000,0.000000,34839.464963
true,2152.934110,37,1,0,0,1,0.000000,0.000000,2152.934110
true,34693.317448,41,1,0,0,1,0.000000,0.000000,34693.317448
true,27010.523243,88,1,0,0,1,0.000000,0.000000,27010.523243
true,33157.652802,34,3,0,0,3,0.000000,0.000000,33157.652802
true,76670.894396,10,3,0,0,3,0.000000,0.000000,76670.894396
true,38813.365250,57,8,0,0,8,0.000000,0.000000,38813.365250
true,12527.815965,9,2,0,0,2,0.000000,0.000000,12527.815965
true,96136.373315,12,8,0,0,8,0.000000,0.000000,96136.373315
true,14417.840773,83,3,0,0,3,0.000000,0.000000,14417.840773
true,33540.544516,17,3,0,0,3,0.000000,0.000000,33540.544516
true,7484.053639,62,2,0,0,2,0.000000,0.000000,7484.053639
true,15001.203261,47,2,0,0,2,0.000000,0.000000,15001.203261
true,53389.078468,15,7,0,0,7,0.000000,0.000000,53389.078468
