iter,elapsed_hours,progress_pct,entropy_coef,heuristic_bc_coef,best_days_mean,succ,day_ge5,day_ge6,days_mean,days_p50,days_p90,return_mean,stockout_mean,approx_kl,clip_frac,value_mse,heur_match
3080,0.7258,5.18,0.013536,0.190155,5.0333,0.000000,0.770000,0.376667,5.0333,5.0000,6.0000,-5.9115,28645.0286,0.048394,0.492432,0.010677,0.349854
3100,0.7314,5.22,0.013525,0.190079,5.1200,0.000000,0.813333,0.380000,5.1200,5.0000,6.0000,-5.5427,26499.9974,0.049326,0.477051,0.005646,0.341797
3120,0.7370,5.26,0.013514,0.190002,5.1167,0.000000,0.810000,0.383333,5.1167,5.0000,6.0000,-5.6223,28139.9673,0.068126,0.511230,0.022945,0.344238
3140,0.7425,5.30,0.013503,0.189928,5.1667,0.000000,0.820000,0.423333,5.1667,5.0000,6.0000,-5.5475,30253.5217,0.076029,0.496826,0.017211,0.339111
3160,0.7478,5.34,0.013493,0.189855,5.1133,0.000000,0.803333,0.403333,5.1133,5.0000,6.0000,-5.6418,28116.3231,0.071753,0.478760,0.011048,0.350098
3180,0.7532,5.38,0.013482,0.189783,5.1000,0.000000,0.786667,0.440000,5.1000,5.0000,6.0000,-5.7459,30551.4189,0.052158,0.467285,0.017443,0.328369
3200,0.7588,5.42,0.013472,0.189707,5.0367,0.000000,0.786667,0.386667,5.0367,5.0000,6.0000,-5.9309,28858.3660,0.041650,0.466553,0.005113,0.358398
3220,0.7641,5.46,0.013461,0.189635,5.1133,0.000000,0.803333,0.420000,5.1133,5.0000,6.0000,-5.7290,30634.9161,0.042809,0.448486,0.005645,0.364258
3240,0.7696,5.50,0.013450,0.189561,5.1733,0.000000,0.823333,0.423333,5.1733,5.0000,6.0000,-5.5170,30565.9047,0.057182,0.475586,0.005920,0.342529
3260,0.7752,5.54,0.013439,0.189484,5.2033,0.000000,0.826667,0.423333,5.2033,5.0000,6.0000,-5.3996,30132.5459,0.059996,0.496338,0.005535,0.336182
3280,0.7808,5.58,0.013428,0.189408,5.1400,0.000000,0.803333,0.406667,5.1400,5.0000,6.0000,-5.5306,27569.3920,0.038302,0.482910,0.005586,0.357422
3300,0.7864,5.62,0.013417,0.189332,5.1167,0.000000,0.803333,0.403333,5.1167,5.0000,6.0000,-5.6574,28306.5980,0.051062,0.504150,0.009111,0.318604
3320,0.7920,5.66,0.013407,0.189257,5.0633,0.000000,0.786667,0.390000,5.0633,5.0000,6.0000,-5.7302,26097.9913,0.056210,0.493164,0.021475,0.345703
3340,0.7975,5.70,0.013396,0.189181,5.1700,0.000000,0.816667,0.416667,5.1700,5.0000,6.0000,-5.5099,29383.5081,0.060470,0.497314,0.009304,0.326172
3360,0.8028,5.73,0.013385,0.189109,5.1733,0.000000,0.823333,0.426667,5.1733,5.0000,6.0000,-5.5074,30253.5467,0.042607,0.466553,0.004985,0.338135
3380,0.8082,5.77,0.013375,0.189037,5.1000,0.000000,0.793333,0.416667,5.1000,5.0000,6.0000,-5.7889,30291.8731,0.067719,0.497070,0.010587,0.355225
3400,0.8137,5.81,0.013364,0.188962,5.1633,0.000000,0.813333,0.430000,5.1633,5.0000,6.0000,-5.6080,32522.8867,0.055524,0.500732,0.004818,0.320313
3420,0.8193,5.85,0.013353,0.188885,5.1300,0.000000,0.806667,0.416667,5.1300,5.0000,6.0000,-5.7601,32946.8057,0.048161,0.467285,0.015618,0.346191
3440,0.8250,5.89,0.013342,0.188809,5.0800,0.000000,0.800000,0.386667,5.0800,5.0000,6.0000,-5.8808,31127.7609,0.058138,0.508545,0.016935,0.346436
3460,0.8305,5.93,0.013331,0.188733,5.1467,0.000000,0.810000,0.426667,5.1467,5.0000,6.0000,-5.3998,24957.6770,0.062135,0.480469,0.005020,0.361816
3480,0.8361,5.97,0.013321,0.188658,5.0200,0.000000,0.766667,0.400000,5.0200,5.0000,6.0000,-5.9843,28442.9255,0.061735,0.489014,0.014025,0.334473
3500,0.8416,6.01,0.013310,0.188583,5.1300,0.000000,0.810000,0.410000,5.1300,5.0000,6.0000,-5.5876,27825.9889,0.040127,0.476563,0.003921,0.334961
3520,0.8473,6.05,0.013299,0.188506,5.0533,0.000000,0.790000,0.383333,5.0533,5.0000,6.0000,-5.8676,29293.0588,0.051519,0.472168,0.007392,0.348389
3540,0.8529,6.09,0.013288,0.188430,5.0500,0.000000,0.783333,0.386667,5.0500,5.0000,6.0000,-5.8534,28163.8906,0.050997,0.495605,0.011325,0.340820
3560,0.8584,6.13,0.013277,0.188356,5.1200,0.000000,0.813333,0.420000,5.1200,5.0000,6.0000,-5.7041,30891.7112,0.058665,0.499268,0.017975,0.336914
3580,0.8641,6.17,0.013266,0.188279,5.1167,0.000000,0.796667,0.420000,5.1167,5.0000,6.0000,-5.7652,31619.8166,0.061101,0.489258,0.018217,0.322998
3600,0.8698,6.21,0.013255,0.188201,5.0833,0.000000,0.790000,0.393333,5.0833,5.0000,6.0000,-5.7338,27787.1971,0.063098,0.515869,0.005132,0.338623
3620,0.8753,6.25,0.013244,0.188125,5.1333,0.000000,0.800000,0.420000,5.1333,5.0000,6.0000,-5.6730,29933.4531,0.053990,0.492920,0.007102,0.342285
3640,0.8809,6.29,0.013233,0.188049,5.0900,0.000000,0.803333,0.386667,5.0900,5.0000,6.0000,-5.8133,30174.8863,0.056601,0.496094,0.005855,0.348389
3660,0.8865,6.33,0.013222,0.187973,5.1767,0.000000,0.830000,0.406667,5.1767,5.0000,6.0000,-5.5806,31570.9975,0.056541,0.488281,0.007469,0.344727
3680,0.8920,6.37,0.013212,0.187899,5.1033,0.000000,0.813333,0.390000,5.1033,5.0000,6.0000,-5.7727,30977.0450,0.063191,0.491699,0.009399,0.351074
3700,0.8977,6.41,0.013201,0.187822,5.1667,0.000000,0.830000,0.393333,5.1667,5.0000,6.0000,-5.5040,29668.5501,0.053409,0.497803,0.010368,0.342041
3720,0.9033,6.45,0.013190,0.187746,5.0667,0.000000,0.780000,0.393333,5.0667,5.0000,6.0000,-5.8770,29508.9894,0.048877,0.475586,0.009803,0.346436
3740,0.9089,6.49,0.013179,0.187670,5.0200,0.000000,0.763333,0.376667,5.0200,5.0000,6.0000,-6.0349,29715.0261,0.054306,0.459473,0.012508,0.344971
3760,0.9145,6.53,0.013168,0.187593,5.0933,0.000000,0.796667,0.420000,5.0933,5.0000,6.0000,-5.7990,29956.8185,0.071712,0.512451,0.018877,0.333008
3780,0.9202,6.57,0.013157,0.187516,5.1400,0.000000,0.823333,0.403333,5.1400,5.0000,6.0000,-5.6525,29980.5617,0.050264,0.458008,0.011792,0.343506
3800,0.9257,6.61,0.013146,0.187441,5.1100,0.000000,0.803333,0.383333,5.1100,5.0000,6.0000,-5.5985,26364.7012,0.061926,0.503174,0.012942,0.337402
3820,0.9315,6.65,0.013135,0.187363,5.1300,0.000000,0.820000,0.396667,5.1300,5.0000,6.0000,-5.7699,33096.4007,0.047568,0.491455,0.012404,0.333008
3840,0.9372,6.69,0.013124,0.187286,5.1300,0.000000,0.823333,0.383333,5.1300,5.0000,6.0000,-5.6852,30784.3909,0.036903,0.471680,0.003470,0.338379
3860,0.9429,6.74,0.013113,0.187208,5.0600,0.000000,0.793333,0.390000,5.0600,5.0000,6.0000,-5.8432,28484.3120,0.044934,0.471924,0.006598,0.367676
3880,0.9485,6.78,0.013102,0.187132,5.0733,0.000000,0.780000,0.406667,5.0733,5.0000,6.0000,-5.8171,29436.8355,0.050713,0.484375,0.013045,0.367676
3900,0.9541,6.82,0.013092,0.187056,5.1500,0.000000,0.813333,0.420000,5.1500,5.0000,6.0000,-5.5212,28095.7788,0.036823,0.466064,0.006912,0.355225
3920,0.9596,6.85,0.013081,0.186982,5.0800,0.000000,0.810000,0.360000,5.0800,5.0000,6.0000,-5.8176,29961.2608,0.062192,0.496094,0.006106,0.338867
3940,0.9653,6.90,0.013070,0.186904,5.0867,0.000000,0.800000,0.386667,5.0867,5.0000,6.0000,-5.7789,29365.8966,0.076777,0.491211,0.018451,0.342773
3960,0.9710,6.94,0.013059,0.186827,5.0900,0.000000,0.796667,0.403333,5.0900,5.0000,6.0000,-5.6969,27524.6590,0.048640,0.498291,0.009704,0.354248
3980,0.9767,6.98,0.013048,0.186751,5.1767,0.000000,0.823333,0.420000,5.1767,5.0000,6.0000,-5.5222,29906.8655,0.050194,0.482666,0.009724,0.347412
4000,0.9824,7.02,0.013037,0.186673,5.1167,0.000000,0.816667,0.396667,5.1167,5.0000,6.0000,-5.6812,29493.4764,0.060574,0.514648,0.007252,0.353760
4020,0.9881,7.06,0.013026,0.186595,5.0833,0.000000,0.793333,0.380000,5.0833,5.0000,6.0000,-5.7027,26898.8831,0.046616,0.457520,0.010243,0.359131
4040,0.9938,7.10,0.013015,0.186517,5.1067,0.000000,0.816667,0.390000,5.1067,5.0000,6.0000,-5.6944,29071.4391,0.056744,0.482910,0.007642,0.363281
4060,0.9995,7.14,0.013004,0.186440,5.0833,0.000000,0.800000,0.390000,5.0833,5.0000,6.0000,-5.7934,29927.1012,0.072428,0.514893,0.014120,0.343994
4080,1.0051,7.18,0.012993,0.186364,5.1500,0.000000,0.813333,0.413333,5.1500,5.0000,6.0000,-5.5890,29564.1700,0.041546,0.461914,0.007115,0.344971
4100,1.0105,7.22,0.012983,0.186291,5.1000,0.000000,0.816667,0.373333,5.1000,5.0000,6.0000,-5.6882,27927.0660,0.043495,0.467773,0.013294,0.361328
4120,1.0162,7.26,0.012972,0.186214,5.1867,0.000000,0.816667,0.423333,5.1867,5.0000,6.0000,-5.5870,32737.9383,0.040361,0.485840,0.002637,0.336670
4140,1.0218,7.30,0.012961,0.186137,5.0933,0.000000,0.806667,0.383333,5.0933,5.0000,6.0000,-5.7768,29598.5263,0.042975,0.467773,0.004073,0.353516
4160,1.0274,7.34,0.012951,0.186062,5.0800,0.000000,0.796667,0.390000,5.0800,5.0000,6.0000,-5.7307,26962.5139,0.060281,0.484131,0.011611,0.356445
4180,1.0330,7.38,0.012940,0.185985,5.0667,0.000000,0.786667,0.393333,5.0667,5.0000,6.0000,-5.8667,29908.8346,0.044140,0.469238,0.006662,0.367676
4200,1.0385,7.42,0.012929,0.185911,5.0400,0.000000,0.783333,0.366667,5.0400,5.0000,6.0000,-5.9172,28177.0938,0.041229,0.469482,0.007850,0.350830
4220,1.0440,7.46,0.012919,0.185836,5.1400,0.000000,0.813333,0.410000,5.1400,5.0000,6.0000,-5.6443,30659.9524,0.061118,0.523682,0.003645,0.331055
4240,1.0495,7.50,0.012908,0.185762,5.1533,0.000000,0.830000,0.410000,5.1533,5.0000,6.0000,-5.5246,29020.7979,0.042428,0.464355,0.012105,0.362305
4260,1.0551,7.54,0.012898,0.185686,5.1400,0.000000,0.800000,0.420000,5.1400,5.0000,6.0000,-5.6409,30407.9560,0.054788,0.490967,0.006378,0.347656
4280,1.0607,7.58,0.012887,0.185610,5.1033,0.000000,0.806667,0.393333,5.1033,5.0000,6.0000,-5.6713,27836.3694,0.055930,0.480957,0.010090,0.364990
4300,1.0662,7.62,0.012876,0.185535,5.1133,0.000000,0.810000,0.403333,5.1133,5.0000,6.0000,-5.7498,31001.5390,0.049944,0.474854,0.010713,0.339355
4320,1.0718,7.66,0.012865,0.185459,5.0900,0.000000,0.813333,0.376667,5.0900,5.0000,6.0000,-5.7155,27621.9143,0.051672,0.496826,0.007744,0.364014
4340,1.0774,7.70,0.012855,0.185383,5.1067,0.000000,0.793333,0.420000,5.1067,5.0000,6.0000,-5.7647,31500.9322,0.056412,0.469727,0.015024,0.368896
4360,1.0830,7.74,0.012844,0.185306,5.0433,0.000000,0.793333,0.380000,5.0433,5.0000,6.0000,-5.9117,28495.2722,0.078390,0.515381,0.020361,0.356445
4380,1.0884,7.77,0.012834,0.185233,5.1300,0.000000,0.823333,0.400000,5.1300,5.0000,6.0000,-5.6941,31232.0804,0.075004,0.519531,0.021132,0.346680
4400,1.0939,7.81,0.012823,0.185158,5.2000,0.000000,0.840000,0.440000,5.2000,5.0000,6.0000,-5.4410,30192.9943,0.051863,0.502686,0.008129,0.366455
4420,1.0993,7.85,0.012813,0.185085,5.0567,0.000000,0.783333,0.410000,5.0567,5.0000,6.0000,-5.8853,28833.1284,0.062210,0.486084,0.004111,0.358887
4440,1.1049,7.89,0.012802,0.185011,5.1400,0.000000,0.813333,0.416667,5.1400,5.0000,6.0000,-5.6813,31426.6647,0.047699,0.482422,0.009253,0.374023
4460,1.1103,7.93,0.012792,0.184937,5.1400,0.000000,0.806667,0.413333,5.1400,5.0000,6.0000,-5.6430,29513.9307,0.049650,0.482178,0.013977,0.377197
4480,1.1159,7.97,0.012781,0.184861,5.1433,0.000000,0.823333,0.416667,5.1433,5.0000,6.0000,-5.6041,29320.0481,0.060249,0.493408,0.009434,0.357422
4500,1.1215,8.01,0.012771,0.184785,5.0900,0.000000,0.803333,0.403333,5.0900,5.0000,6.0000,-5.7955,30274.4724,0.048232,0.464600,0.008261,0.356201
4520,1.1270,8.05,0.012760,0.184710,5.0200,0.000000,0.770000,0.383333,5.0200,5.0000,6.0000,-5.9847,28789.9311,0.055600,0.485352,0.005790,0.361084
4540,1.1325,8.09,0.012750,0.184635,5.0767,0.000000,0.803333,0.376667,5.0767,5.0000,6.0000,-5.8212,30146.8301,0.048897,0.476807,0.004696,0.376709
4560,1.1381,8.13,0.012739,0.184560,5.1367,0.000000,0.810000,0.400000,5.1367,5.0000,6.0000,-5.5799,28865.1075,0.069424,0.507324,0.006830,0.351318
4580,1.1436,8.17,0.012728,0.184484,5.1467,0.000000,0.813333,0.410000,5.1467,5.0000,6.0000,-5.5442,28994.1176,0.048784,0.478516,0.018637,0.372070
4600,1.1492,8.21,0.012718,0.184408,5.1067,0.000000,0.803333,0.400000,5.1067,5.0000,6.0000,-5.7325,29473.7709,0.039255,0.468018,0.007772,0.366211
4620,1.1548,8.25,0.012707,0.184333,5.1167,0.000000,0.813333,0.396667,5.1167,5.0000,6.0000,-5.6648,29683.7469,0.055042,0.483154,0.008592,0.371582
4640,1.1604,8.29,0.012697,0.184257,5.0900,0.000000,0.793333,0.403333,5.0900,5.0000,6.0000,-5.7504,29117.9042,0.054187,0.495850,0.003905,0.351318
4660,1.1658,8.33,0.012686,0.184183,5.1133,0.000000,0.810000,0.393333,5.1133,5.0000,6.0000,-5.6824,29481.9883,0.053694,0.510010,0.004486,0.356201
4680,1.1712,8.37,0.012676,0.184109,5.1033,0.000000,0.803333,0.396667,5.1033,5.0000,6.0000,-5.6634,27186.8098,0.058657,0.495850,0.006401,0.353760
4700,1.1767,8.40,0.012666,0.184036,5.0600,0.000000,0.793333,0.376667,5.0600,5.0000,6.0000,-5.8699,29820.0238,0.064409,0.523193,0.009156,0.345215
4720,1.1822,8.44,0.012655,0.183961,5.1000,0.000000,0.816667,0.376667,5.1000,5.0000,6.0000,-5.8029,30816.2907,0.049533,0.493408,0.006196,0.358887
4740,1.1876,8.48,0.012645,0.183887,5.1600,0.000000,0.820000,0.436667,5.1600,5.0000,6.0000,-5.5185,29052.0825,0.041574,0.459961,0.006709,0.382813
4760,1.1932,8.52,0.012634,0.183811,5.1733,0.000000,0.823333,0.416667,5.1733,5.0000,6.0000,-5.5754,31731.3879,0.057389,0.480469,0.005617,0.375244
4780,1.1989,8.56,0.012624,0.183735,5.0733,0.000000,0.806667,0.370000,5.0733,5.0000,6.0000,-5.7979,28811.8177,0.049443,0.458984,0.008450,0.364258
4800,1.2044,8.60,0.012613,0.183660,5.1467,0.000000,0.803333,0.413333,5.1467,5.0000,6.0000,-5.5282,28614.6069,0.049962,0.505127,0.008958,0.378418
4820,1.2099,8.64,0.012603,0.183585,5.1567,0.000000,0.823333,0.406667,5.1567,5.0000,6.0000,-5.5894,30336.1274,0.053656,0.497070,0.004315,0.364746
4840,1.2156,8.68,0.012592,0.183508,5.1967,0.000000,0.840000,0.423333,5.1967,5.0000,6.0000,-5.4571,30661.0770,0.068758,0.496094,0.016647,0.354004
4860,1.2212,8.72,0.012581,0.183431,5.1200,0.000000,0.813333,0.410000,5.1200,5.0000,6.0000,-5.6114,27852.2143,0.070057,0.524414,0.007157,0.360596
4880,1.2268,8.76,0.012571,0.183355,5.1133,0.000000,0.806667,0.390000,5.1133,5.0000,6.0000,-5.7295,30411.1480,0.046174,0.495850,0.004550,0.364990
4900,1.2325,8.80,0.012560,0.183278,5.1267,0.000000,0.806667,0.410000,5.1267,5.0000,6.0000,-5.6522,29219.0070,0.045014,0.479736,0.007115,0.363770
4920,1.2381,8.84,0.012549,0.183202,5.1300,0.000000,0.820000,0.386667,5.1300,5.0000,6.0000,-5.7147,31347.7413,0.042836,0.451416,0.006722,0.375977
4940,1.2436,8.88,0.012539,0.183127,5.0867,0.000000,0.806667,0.383333,5.0867,5.0000,6.0000,-5.7844,29477.0633,0.102294,0.539063,0.011897,0.347656
4960,1.2492,8.92,0.012529,0.183052,5.0700,0.000000,0.806667,0.366667,5.0700,5.0000,6.0000,-5.8086,28177.4448,0.053435,0.479004,0.005202,0.343506
4980,1.2549,8.96,0.012518,0.182974,5.1767,0.000000,0.833333,0.410000,5.1767,5.0000,6.0000,-5.4361,28771.5447,0.044085,0.470703,0.004821,0.352539
5000,1.2606,9.00,0.012507,0.182897,5.2067,0.000000,0.840000,0.423333,5.2067,5.0000,6.0000,-5.3857,30100.6594,0.062301,0.483887,0.013844,0.357178
5020,1.2664,9.05,0.012496,0.182818,5.1500,0.000000,0.820000,0.410000,5.1500,5.0000,6.0000,-5.6841,32154.3392,0.050143,0.471436,0.008728,0.364258
5040,1.2722,9.09,0.012485,0.182740,5.1367,0.000000,0.820000,0.400000,5.1367,5.0000,6.0000,-5.6392,29992.3007,0.053821,0.500977,0.008414,0.349365
5060,1.2779,9.13,0.012474,0.182661,5.1700,0.000000,0.813333,0.423333,5.1700,5.0000,6.0000,-5.5927,32007.9287,0.073625,0.517822,0.013756,0.368408
5080,1.2836,9.17,0.012464,0.182584,5.0900,0.000000,0.803333,0.380000,5.0900,5.0000,6.0000,-5.7585,28185.3173,0.062680,0.489502,0.018080,0.372559
5100,1.2894,9.21,0.012453,0.182505,5.1367,0.000000,0.820000,0.410000,5.1367,5.0000,6.0000,-5.7577,32821.7759,0.062705,0.510742,0.005034,0.349854
5120,1.2953,9.25,0.012442,0.182426,5.1800,0.000000,0.833333,0.413333,5.1800,5.0000,6.0000,-5.5406,30915.1406,0.059605,0.497803,0.010653,0.361816
5140,1.3011,9.29,0.012431,0.182347,5.0200,0.000000,0.780000,0.390000,5.0200,5.0000,6.0000,-5.9889,28588.4878,0.100859,0.512695,0.020096,0.364014
5160,1.3069,9.34,0.012420,0.182268,5.1133,0.000000,0.806667,0.400000,5.1133,5.0000,6.0000,-5.6485,28360.8887,0.050240,0.487549,0.006244,0.363281
5180,1.3128,9.38,0.012409,0.182188,5.0533,0.000000,0.800000,0.373333,5.0533,5.0000,6.0000,-5.8719,29254.1324,0.059632,0.484863,0.003092,0.356689
5200,1.3187,9.42,0.012398,0.182108,5.0867,0.000000,0.796667,0.400000,5.0867,5.0000,6.0000,-5.7639,29788.4369,0.044787,0.479736,0.003981,0.383545
5220,1.3245,9.46,0.012387,0.182029,5.0867,0.000000,0.800000,0.383333,5.0867,5.0000,6.0000,-5.7695,28314.9134,0.055378,0.477051,0.007982,0.360107
5240,1.3303,9.50,0.012376,0.181951,5.0900,0.000000,0.786667,0.396667,5.0900,5.0000,6.0000,-5.8436,30847.2187,0.068830,0.513428,0.005649,0.357422
5260,1.3361,9.54,0.012365,0.181872,5.1367,0.000000,0.820000,0.406667,5.1367,5.0000,6.0000,-5.6385,29867.6484,0.041706,0.492432,0.010183,0.382568
5280,1.3419,9.58,0.012354,0.181794,5.0700,0.000000,0.790000,0.386667,5.0700,5.0000,6.0000,-5.8844,29876.4718,0.048818,0.480225,0.008245,0.360107
5300,1.3476,9.63,0.012344,0.181716,5.0667,0.000000,0.783333,0.396667,5.0667,5.0000,6.0000,-5.9834,32741.9049,0.081286,0.493408,0.012958,0.375000
5320,1.3533,9.67,0.012333,0.181639,5.0767,0.000000,0.793333,0.386667,5.0767,5.0000,6.0000,-5.8629,30476.5402,0.049763,0.480713,0.006243,0.376953
5340,1.3591,9.71,0.012322,0.181559,5.1267,0.000000,0.813333,0.380000,5.1267,5.0000,6.0000,-5.6601,29361.9590,0.058323,0.490479,0.007600,0.362549
5360,1.3650,9.75,0.012311,0.181480,5.1233,0.000000,0.813333,0.406667,5.1233,5.0000,6.0000,-5.7439,31370.7825,0.076765,0.505615,0.013137,0.365479
5380,1.3709,9.79,0.012300,0.181400,5.0467,0.000000,0.786667,0.386667,5.0467,5.0000,6.0000,-5.8965,29312.6003,0.053977,0.491943,0.005040,0.362061
5400,1.3768,9.83,0.012289,0.181320,5.1633,0.000000,0.823333,0.403333,5.1633,5.0000,6.0000,-5.6111,31429.5574,0.084968,0.519775,0.007260,0.357910
5420,1.3826,9.88,0.012278,0.181242,5.0967,0.000000,0.803333,0.370000,5.0967,5.0000,6.0000,-5.8145,30728.2717,0.054102,0.489746,0.006237,0.374023
5440,1.3883,9.92,0.012267,0.181163,5.0633,0.000000,0.793333,0.386667,5.0633,5.0000,6.0000,-5.8238,28352.0478,0.057347,0.503662,0.011471,0.371094
5460,1.3941,9.96,0.012257,0.181085,5.0867,0.000000,0.806667,0.376667,5.0867,5.0000,6.0000,-5.7697,29068.3754,0.049832,0.472656,0.006304,0.386719
5480,1.3999,10.00,0.012246,0.181006,5.1033,0.000000,0.803333,0.400000,5.1033,5.0000,6.0000,-5.7825,31134.6384,0.046252,0.460938,0.008602,0.375000
5500,1.4057,10.04,0.012235,0.180928,5.0500,0.000000,0.793333,0.376667,5.0500,5.0000,6.0000,-5.9783,30892.3360,0.055185,0.473877,0.005232,0.350342
5520,1.4115,10.08,0.012224,0.180849,5.0733,0.000000,0.796667,0.380000,5.0733,5.0000,6.0000,-5.8287,28841.7871,0.065635,0.489502,0.020311,0.360107
5540,1.4173,10.12,0.012213,0.180770,5.0300,0.000000,0.786667,0.363333,5.0300,5.0000,6.0000,-5.9494,28198.2214,0.070515,0.545898,0.010450,0.354248
5560,1.4231,10.16,0.012203,0.180692,5.0133,0.000000,0.770000,0.383333,5.0133,5.0000,6.0000,-5.9996,28281.0571,0.043800,0.473633,0.004907,0.350098
5580,1.4289,10.21,0.012192,0.180612,5.1567,0.000000,0.816667,0.416667,5.1567,5.0000,6.0000,-5.5231,28695.2580,0.060945,0.500000,0.013634,0.360840
5600,1.4348,10.25,0.012181,0.180533,5.0700,0.000000,0.796667,0.380000,5.0700,5.0000,6.0000,-5.6832,25501.3582,0.055447,0.460449,0.008951,0.372559
5620,1.4406,10.29,0.012170,0.180454,5.0800,0.000000,0.783333,0.406667,5.0800,5.0000,6.0000,-5.8663,30975.5792,0.069169,0.502441,0.010434,0.361816
5640,1.4465,10.33,0.012159,0.180374,5.0667,0.000000,0.796667,0.376667,5.0667,5.0000,6.0000,-5.7741,27112.0454,0.078885,0.518799,0.012398,0.374268
5660,1.4523,10.37,0.012148,0.180295,5.1433,0.000000,0.833333,0.396667,5.1433,5.0000,6.0000,-5.5622,28392.3032,0.066353,0.518555,0.005303,0.358398
5680,1.4582,10.42,0.012138,0.180216,5.0467,0.000000,0.796667,0.376667,5.0467,5.0000,6.0000,-5.8200,27077.8228,0.064706,0.497803,0.029324,0.380371
5700,1.4640,10.46,0.012127,0.180136,5.0433,0.000000,0.800000,0.360000,5.0433,5.0000,6.0000,-5.9604,29996.4197,0.066686,0.505127,0.005869,0.359863
5720,1.4699,10.50,0.012116,0.180056,5.0733,0.000000,0.800000,0.383333,5.0733,5.0000,6.0000,-5.8947,30896.0323,0.044920,0.487793,0.002989,0.362061
5740,1.4757,10.54,0.012105,0.179977,5.1000,0.000000,0.796667,0.390000,5.1000,5.0000,6.0000,-5.7780,30409.6066,0.085846,0.522949,0.015253,0.364258
5760,1.4816,10.58,0.012094,0.179898,5.1600,0.000000,0.823333,0.406667,5.1600,5.0000,6.0000,-5.5512,30099.0566,0.055718,0.491211,0.004629,0.363037
5780,1.4873,10.62,0.012083,0.179820,5.0967,0.000000,0.803333,0.373333,5.0967,5.0000,6.0000,-5.7482,28918.8837,0.043898,0.495850,0.006148,0.373779
5800,1.4932,10.67,0.012073,0.179740,5.0267,0.000000,0.783333,0.373333,5.0267,5.0000,6.0000,-5.9954,28913.8168,0.056247,0.467285,0.006457,0.359863
5820,1.4991,10.71,0.012062,0.179660,5.1267,0.000000,0.810000,0.400000,5.1267,5.0000,6.0000,-5.7782,33761.7712,0.067906,0.513916,0.013758,0.358643
5840,1.5050,10.75,0.012051,0.179580,5.0233,0.000000,0.776667,0.373333,5.0233,5.0000,6.0000,-6.0870,32410.3725,0.067488,0.525391,0.016209,0.370361
5860,1.5108,10.79,0.012040,0.179501,5.0867,0.000000,0.793333,0.390000,5.0867,5.0000,6.0000,-5.7986,30522.1592,0.055812,0.482666,0.011843,0.367920
5880,1.5167,10.83,0.012029,0.179421,5.1067,0.000000,0.803333,0.393333,5.1067,5.0000,6.0000,-5.7234,29179.8595,0.046374,0.469971,0.003739,0.388184
5900,1.5226,10.88,0.012018,0.179341,5.1500,0.000000,0.820000,0.413333,5.1500,5.0000,6.0000,-5.6192,30743.5943,0.062268,0.531250,0.006384,0.365967
5920,1.5285,10.92,0.012007,0.179261,5.1467,0.000000,0.816667,0.416667,5.1467,5.0000,6.0000,-5.7807,34315.6059,0.064814,0.514648,0.003867,0.370361
5940,1.5344,10.96,0.011996,0.179181,5.0967,0.000000,0.803333,0.373333,5.0967,5.0000,6.0000,-5.6792,27395.8885,0.062237,0.500488,0.010183,0.367676
5960,1.5403,11.00,0.011986,0.179101,5.0167,0.000000,0.786667,0.376667,5.0167,5.0000,6.0000,-6.0387,29406.8269,0.068670,0.494873,0.017995,0.366455
5980,1.5462,11.04,0.011975,0.179020,5.1400,0.000000,0.833333,0.390000,5.1400,5.0000,6.0000,-5.7223,32566.2641,0.057751,0.517822,0.008940,0.360840
6000,1.5521,11.09,0.011964,0.178940,5.0933,0.000000,0.786667,0.390000,5.0933,5.0000,6.0000,-5.8055,30864.4791,0.055186,0.497559,0.013945,0.358154
6020,1.5580,11.13,0.011953,0.178861,5.0067,0.000000,0.760000,0.396667,5.0067,5.0000,6.0000,-6.0500,28882.0092,0.057124,0.481201,0.003769,0.384766
6040,1.5639,11.17,0.011942,0.178781,5.0667,0.000000,0.790000,0.376667,5.0667,5.0000,6.0000,-5.8977,30040.2272,0.088638,0.540771,0.021118,0.373291
6060,1.5699,11.21,0.011931,0.178699,5.0300,0.000000,0.783333,0.360000,5.0300,5.0000,6.0000,-6.0242,30107.0963,0.058862,0.492920,0.012894,0.368896
6080,1.5758,11.26,0.011920,0.178619,5.1700,0.000000,0.826667,0.403333,5.1700,5.0000,6.0000,-5.5637,30813.2334,0.059669,0.502686,0.013448,0.382080
6100,1.5817,11.30,0.011909,0.178539,5.0867,0.000000,0.800000,0.380000,5.0867,5.0000,6.0000,-5.7588,28861.8869,0.074867,0.494629,0.010034,0.375732
6120,1.5876,11.34,0.011898,0.178459,5.0800,0.000000,0.810000,0.356667,5.0800,5.0000,6.0000,-5.8900,31330.3803,0.074435,0.510986,0.012489,0.370850
6140,1.5935,11.38,0.011888,0.178379,5.1200,0.000000,0.813333,0.390000,5.1200,5.0000,6.0000,-5.8162,33404.1129,0.083602,0.500732,0.018684,0.361084
6160,1.5993,11.42,0.011877,0.178299,5.0700,0.000000,0.800000,0.376667,5.0700,5.0000,6.0000,-5.8495,29555.1527,0.060144,0.482178,0.004157,0.387939
6180,1.6052,11.47,0.011866,0.178220,5.0100,0.000000,0.756667,0.390000,5.0100,5.0000,6.0000,-6.0340,28341.5447,0.062741,0.500000,0.014886,0.375977
